geocode,etiqueta,granularidad,gcd_iata,gcd_icao,longitud,latitud,geohash
MT_LMMG,Helipuerto de Xewkija,AEROPUERTOS,GZM,LMMG,14.2728,36.027199,sq6huy91sk
MT_LMML,Aeropuerto Internacional Malta International Airport,AEROPUERTOS,MLA,LMML,14.4775,35.857498,sq67crwjn4
MU_FIMP,Aeropuerto Internacional Sir Seewoosagur Ramgoolam,AEROPUERTOS,MRU,FIMP,57.683601,-20.430201,mk35b8gcmq
MV_VRMM,Aeropuerto Internacional Malé,AEROPUERTOS,MLE,VRMM,73.529099,4.19183,t8src5n70j
MW_FWBG,Aeropuerto de Bangula,AEROPUERTOS,,FWBG,35.116699,-16.5833,kv0cxj55q2
MW_FWKI,Aeropuerto Internacional Lilongwe,AEROPUERTOS,LLW,FWKI,33.780998,-13.7894,kv8189wwfm
MW_FWLK,Aeropuerto de Likoma Island,AEROPUERTOS,LIX,FWLK,34.737222,-12.075833,kvbeq3wv5v
MX_MMAA,Aeropuerto Internacional General Juan N Alvarez,AEROPUERTOS,ACA,MMAA,-99.753998,16.757099,9fcp64935m
MX_MMCZ,Aeropuerto Internacional Cozumel,AEROPUERTOS,CZM,MMCZ,-86.925598,20.5224,d5dhtzyxwu
MX_MMGL,Aeropuerto Internacional Don Miguel Hidalgo Y Costilla,AEROPUERTOS,GDL,MMGL,-103.310997,20.521799,9ews9pghpk
MX_MMLP,Aeropuerto Internacional Manuel Márquez de León,AEROPUERTOS,LAP,MMLP,-110.362,24.072701,9s38bwkceh
MX_MMLT,Aeropuerto Internacional Loreto,AEROPUERTOS,LTO,MMLT,-111.348,25.989201,9s8gf5ny5d
MX_MMMV,Aeropuerto Internacional Monclova,AEROPUERTOS,LOV,MMMV,-101.470001,26.9557,9szc6gpu3d
MX_MMMX,Aeropuerto Internacional Licenciado Benito Juarez,AEROPUERTOS,MEX,MMMX,-99.072098,19.4363,9g3w9d3bsu
MX_MMMY,Aeropuerto Internacional General Mariano Escobedo,AEROPUERTOS,MTY,MMMY,-100.107002,25.7785,9u8fdhb69u
MX_MMPR,Aeropuerto Internacional Licenciado Gustavo Díaz Ordaz,AEROPUERTOS,PVR,MMPR,-105.253998,20.680099,9etjsusqk1
MX_MMQT,Aeropuerto Internacional Querétar,AEROPUERTOS,QRO,MMQT,-100.185997,20.6173,9g8v21qb3p
MX_MMSD,Aeropuerto Internacional Los Cabos,AEROPUERTOS,SJD,MMSD,-109.721001,23.1518,9s1gxnxt52
MX_MMTJ,Aeropuerto Internacional General Abelardo L. Rodríguez,AEROPUERTOS,TIJ,MMTJ,-116.970001,32.5411,9muc47cj9k
MX_MMTO,Aeropuerto Internacional Licenciado Adolfo Lopez Mateos,AEROPUERTOS,TLC,MMTO,-99.566002,19.337099,9g3nn24nzb
MX_MMUN,Aeropuerto Internacional Cancún,AEROPUERTOS,CUN,MMUN,-86.877098,21.036501,d5dpxjd48b
MY_WMKK,Aeropuerto Internacional Kuala Lumpur,AEROPUERTOS,KUL,WMKK,101.709999,2.74558,w22rd7yfnv
MY_WMKP,Aeropuerto Internacional Penang,AEROPUERTOS,PEN,WMKP,100.277,5.29714,w0zq1u76p6
MY_WMSA,Aeropuerto Internacional Sultan Abdul Aziz Shah,AEROPUERTOS,SZB,WMSA,101.549004,3.13058,w281yccszq
MZ_FQMA,Aeropuerto de Maputo,AEROPUERTOS,MPM,FQMA,32.572601,-25.920799,kerht1q8ks
MZ_FQPB,Aeropuerto de Pemba,AEROPUERTOS,POL,FQPB,40.524014,-12.991762,kvsy44uttb
NA_FYOA,Aeropuerto de Ondangwa,AEROPUERTOS,OND,FYOA,15.9526,-17.878201,kkg67127ft
NA_FYWE,Aeropuerto de Eros,AEROPUERTOS,ERS,FYWE,17.0804,-22.6122,k7upketd6h
NA_FYWH,Aeropuerto Internacional Hosea Kutako,AEROPUERTOS,WDH,FYWH,17.4709,-22.4799,kkh2je9vj6
NC_NWWW,Aeropuerto Internacional La Tontouta,AEROPUERTOS,NOU,NWWW,166.212997,-22.014601,rsn4y22ees
NE_DRRN,Aeropuerto Internacional Diori Hamani,AEROPUERTOS,NIM,DRRN,2.18361,13.4815,s43s9wnp3v
NE_DRZA,Aeropuerto Internacional Mano Dayk,AEROPUERTOS,AJY,DRZA,8.00011,16.966,s5j8w09d05
NE_DRZF,Aeropuerto de Diffa,AEROPUERTOS,,DRZF,12.6267,13.3729,s62up66qz3
NG_DNAA,Aeropuerto Internacional Nnamdi Azikiwe,AEROPUERTOS,ABV,DNAA,7.26317,9.00679,s1t5jr8uk5
NG_DNAI,Aeropuerto Internacional Akwa Ibom,AEROPUERTOS,QUO,DNAI,8.093,4.8725,s0vg8pj0ke
NG_DNEN,Aeropuerto Internacional Akanu Ibiam,AEROPUERTOS,ENU,DNEN,7.56196,6.47427,s1jku4d7q7
NG_DNKA,Aeropuerto de Kaduna,AEROPUERTOS,KAD,DNKA,7.32011,10.696,s1vhye4kdy
NG_DNKN,Aeropuerto Internacional Mallam Aminu,AEROPUERTOS,KAN,DNKN,8.52462,12.0476,s4nh9cpqq5
NG_DNMM,Aeropuerto Internacional Murtala Muhammed,AEROPUERTOS,LOS,DNMM,3.32116,6.57737,s14m7t67uw
NG_DNPO,Aeropuerto Internacional Port Harcourt,AEROPUERTOS,PHC,DNPO,6.94959,5.01549,s0uuw1h935
NI_MNMG,Aeropuerto Internacional Augusto C. Sandino (Managua),AEROPUERTOS,MGA,MNMG,-86.168198,12.1415,d44tp4q1r7
NL_EHAM,Aeropuerto de Amsterdam Schiphol,AEROPUERTOS,AMS,EHAM,4.76389,52.308601,u173s6kzwt
NL_EHBK,Aeropuerto de Maastricht Aachen,AEROPUERTOS,MST,EHBK,5.77014,50.911701,u1h1ek1wnh
NL_EHEH,Aeropuerto de Eindhoven,AEROPUERTOS,EIN,EHEH,5.37453,51.4501,u15udq1we9
NL_EHGG,Aeropuerto de Eelde,AEROPUERTOS,GRQ,EHGG,6.57944,53.119701,u1kwjwph8j
NL_EHLW,Base Aérea Leeuwarden,AEROPUERTOS,LWR,EHLW,5.76056,53.2286,u1kng1fxnf
NL_EHRD,Aeropuerto de Rotterdam The Hague,AEROPUERTOS,RTM,EHRD,4.43722,51.956902,u15psfrnfs
NL_EHSB,Base Aérea Soesterberg,AEROPUERTOS,UTC,EHSB,5.27619,52.1273,u17b816p81
NL_EHTW,Aeropuerto de Twente,AEROPUERTOS,ENS,EHTW,6.889167,52.275833,u1kcku88c1
NL_EHVK,Base Aérea Volkel,AEROPUERTOS,UDE,EHVK,5.707778,51.657222,u1hjcgum0u
NL_EHWO,Base Aérea Woensdrecht,AEROPUERTOS,WOE,EHWO,4.34203,51.4491,u15hdy1b8x
NL_TNCB,Aeropuerto Internacional Flamingo,AEROPUERTOS,BON,TNCB,-68.268501,12.131,d6pmn82khw
NL_TNCC,Aeropuerto Internacional Hato,AEROPUERTOS,CUR,TNCC,-68.959801,12.1889,d6nvqfcj2p
NL_TNCM,Aeropuerto Internacional Princesa Juliana,AEROPUERTOS,SXM,TNCM,-63.108898,18.041,de5neum82n
NO_ENAE,Aerédromo de Æra,AEROPUERTOS,,ENAE,11.6689,61.257401,u6bk3x941p
NO_ENAL,Aeropuerto de Ålesund,AEROPUERTOS,AES,ENAL,6.1197,62.5625,u5h7gm0hzr
NO_ENAN,Aeropuerto de Andøya,AEROPUERTOS,ANX,ENAN,16.144199,69.292503,uk76pq7f54
NO_ENAS,Aeropuerto de Ny-Ålesund (Hamnerabben),AEROPUERTOS,,ENAS,11.8743,78.927498,uq03n0qd50
NO_ENAT,Aeropuerto de Alta,AEROPUERTOS,ALF,ENAT,23.3717,69.976097,us2w5ffb21
NO_ENBA,"Helipuerto de Barentsburg, Heerodden",AEROPUERTOS,,ENBA,14.195676,78.101318,umfh71bvph
NO_ENBG,Helipuerto de Grønneviksøren (Haukeland Sykehus),AEROPUERTOS,,ENBG,5.346029,60.37988,u4ez3xuf79
NO_ENBJ,Helipuerto de Bjørnøya,AEROPUERTOS,,ENBJ,19,74.503889,umjxb752s5
NO_ENBL,Aeropuerto de Førde,AEROPUERTOS,FDE,ENBL,5.75694,61.391102,u4uj5pbj46
NO_ENBM,Aeropuerto de Bømoen,AEROPUERTOS,,ENBM,6.5015,60.638901,u4u8gyyppy
NO_ENBN,Aeropuerto de Brønnøysund,AEROPUERTOS,BNN,ENBN,12.2175,65.461098,u78sqhbd83
NO_ENBO,Aeropuerto de Bodø,AEROPUERTOS,BOO,ENBO,14.3653,67.269203,u7fnwvurxb
NO_ENBR,Aeropuerto de Bergen Flesland,AEROPUERTOS,BGO,ENBR,5.21814,60.2934,u4exn8pdx2
NO_ENBS,Aeropuerto de Båtsfjord,AEROPUERTOS,BJF,ENBS,29.691401,70.600502,ust1esktez
NO_ENBV,Aeropuerto de Berlevåg,AEROPUERTOS,BVG,ENBV,29.034201,70.871399,ussehtwpcf
NO_ENCN,Aeropuerto de Kristiansand,AEROPUERTOS,KRS,ENCN,8.08537,58.204201,u4mepgz84c
NO_ENDB,"Helipuerto de Dombås, Brunshaugen",AEROPUERTOS,,ENDB,9.121084,62.068943,u5n3pe3cb9
NO_ENDH,Helipuerto del hospital de Drammen,AEROPUERTOS,,ENDH,10.197439,59.747818,u4x7bhc838
NO_ENDI,Aeropuerto de Geilo Dagali,AEROPUERTOS,DLD,ENDI,8.51835,60.417301,u4wp9ydu7c
NO_ENDO,Aeródromo de Dokka Thomlevold,AEROPUERTOS,,ENDO,9.91667,60.833302,u4z41dm5ej
NO_ENDU,Aeropuerto de Bardufoss,AEROPUERTOS,BDU,ENDU,18.5404,69.055801,ukm0vghxnw
NO_ENEG,Aeropuerto de Eggemoen,AEROPUERTOS,,ENEG,10.3239,60.2173,u4xqdfjxhq
NO_ENEL,"Helipuerto del hospital de Elverum, Innlandet",AEROPUERTOS,,ENEL,11.569628,60.876961,u6b4r62dpb
NO_ENEV,"Aeropuerto de Harstad/Narvik, Evenes",AEROPUERTOS,EVE,ENEV,16.678101,68.491302,uk5ves2wgb
NO_ENFA,Aeropuerto de Flatval,AEROPUERTOS,,ENFA,8.76057,63.7006,u5q4rk76bh
NO_ENFD,Helipuerto del hospital Førde Central,AEROPUERTOS,,ENFD,5.890432,61.456302,u4ujw5c2cj
NO_ENFG,Aeropuerto de Leirin Airport,AEROPUERTOS,VDB,ENFG,9.28806,61.015598,u4ye57e3e7
NO_ENFJ,"Helipuerto de Fedje, Høgden",AEROPUERTOS,,ENFJ,4.733014,60.765738,u4g3ewn6p4
NO_ENFL,Aeropuerto de Florø,AEROPUERTOS,FRO,ENFL,5.02472,61.583599,u4gw66fykq
NO_ENFO,Aeropuerto de Stavanger Forus,AEROPUERTOS,,ENFO,,,
NO_ENFY,Aeródromo de Fyresdal,AEROPUERTOS,,ENFY,8.08667,59.200001,u4tbb10910
NO_ENGK,Aeropuerto de Gullknapp Flpl,AEROPUERTOS,,ENGK,8.7,58.516701,u4qhvuxhkx
NO_ENGM,Aeropuerto de Oslo Gardermoen,AEROPUERTOS,OSL,ENGM,11.1004,60.193901,u4xyktgnfh
NO_ENGN,Aeropuerto de Folldal Grimsmoe,AEROPUERTOS,,ENGN,10.1108,62.1175,u5p1qh4kwt
NO_ENGS,Aeródromo de Snåsa Grønøra,AEROPUERTOS,,ENGS,12.171478,64.183586,u72thuqbrz
NO_ENHA,Aeropuerto de Stafsberg,AEROPUERTOS,HMR,ENHA,11.068,60.8181,u4zcgze7p5
NO_ENHD,Aeropuerto de Haugesund,AEROPUERTOS,HAU,ENHD,5.20836,59.345299,u4e9we2x7t
NO_ENHF,Aeropuerto de Hammerfest,AEROPUERTOS,HFT,ENHF,23.6686,70.679703,us8f4dfgn7
NO_ENHK,Aeropuerto de Hasvik,AEROPUERTOS,HAA,ENHK,22.1397,70.486702,ukx8zz9wu3
NO_ENHO,Helipuerto de Hopen,AEROPUERTOS,,ENHO,25.014337,76.508067,ut9g1pygu3
NO_ENHS,Aeródromo de Hokksund,AEROPUERTOS,,ENHS,9.91139,59.766899,u4xh181r2j
NO_ENHT,Aeropuerto de Hattfjelldal,AEROPUERTOS,,ENHT,13.9892,65.594704,u79vnm4sgg
NO_ENHV,Aeropuerto de Valan,AEROPUERTOS,HVG,ENHV,25.983601,71.009697,usd7zqbtmy
NO_ENHX,"Helipuerto del hospital de Haugesund, Haugesund",AEROPUERTOS,,ENHX,5.279548,59.408763,u4ecbph3nk
NO_ENIS,Helipuerto de Isfjord,AEROPUERTOS,,ENIS,,,
NO_ENJA,Aeropuerto de Jan Mayensfield,AEROPUERTOS,,ENJA,-8.652074,70.944117,gu9ge4gz2j
NO_ENJB,Aeródromo de Jarlsberg,AEROPUERTOS,,ENJB,10.3667,59.299999,u4x37ghz99
NO_ENKA,Base Aérea Kautokeino,AEROPUERTOS,QKX,ENKA,23.034,69.040298,us22u0kugh
NO_ENKB,Aeropuerto de Kristiansund (Kvernberget),AEROPUERTOS,KSU,ENKB,7.82452,63.111801,u5jx411sus
NO_ENKJ,Aeropuerto de Kjeller,AEROPUERTOS,,ENKJ,11.0361,59.969299,u4xv5jh4rz
NO_ENKL,Aeropuerto de Gol,AEROPUERTOS,GLL,ENKL,9.048672,60.791066,u4y3vftj9k
NO_ENKR,Aeropuerto de Kirkenes (Høybuktmoen),AEROPUERTOS,KKN,ENKR,29.8913,69.7258,usmk8jnnjz
NO_ENLH,"Helipuerto del hospital de Lillehammer, Innlandet",AEROPUERTOS,,ENLH,10.472165,61.11325,u4z7wm3d7p
NO_ENLI,Aeropuerto de Lista,AEROPUERTOS,FAN,ENLI,6.62605,58.099499,u4kdwb8yn5
NO_ENLK,Aeropuerto de Leknes,AEROPUERTOS,LKN,ENLK,13.6094,68.152496,uk1etwy144
NO_ENLU,Aeródromo de Lunde Nome,AEROPUERTOS,,ENLU,9.13273,59.2981,u4w3rffk2p
NO_ENLX,"Helipuerto de Lørenskog, Ahus",AEROPUERTOS,,ENLX,10.986877,59.932138,u4xufn26hb
NO_ENMH,Aeropuerto de Mehamn,AEROPUERTOS,MEH,ENMH,27.8267,71.029701,useu14wccp
NO_ENML,Aeropuerto de Molde,AEROPUERTOS,MOL,ENML,7.2625,62.744701,u5jhvq26ks
NO_ENMS,Aeropuerto de Mosjøen (Kjærstad),AEROPUERTOS,MJF,ENMS,13.2149,65.783997,u79qhxwg93
NO_ENNA,Aeropuerto de Banak,AEROPUERTOS,LKL,ENNA,24.973499,70.068802,us3y879hke
NO_ENNK,Aeropuerto de Narvik Framnes,AEROPUERTOS,NVK,ENNK,17.3867,68.436897,ukhm7ds9g6
NO_ENNM,Aeropuerto de Namsos Høknesøra,AEROPUERTOS,OSY,ENNM,11.5786,64.472198,u72nz2z3bb
NO_ENNO,Aeropuerto de Notodden,AEROPUERTOS,NTB,ENNO,9.21222,59.565701,u4wdces5k7
NO_ENOL,Aeropuerto de Ørland,AEROPUERTOS,OLA,ENOL,9.604,63.698898,u5qf6s12vr
NO_ENOP,Aeropuerto de Fagerhaug,AEROPUERTOS,,ENOP,9.84674,62.649899,u5ph2j44je
NO_ENOV,"Aeropuerto de Ørsta-Volda, Hovden",AEROPUERTOS,HOV,ENOV,6.0741,62.18,u5h3dpx0bb
NO_ENPY,Helipuerto de Pyramiden,AEROPUERTOS,,ENPY,16.337208,78.652322,umgx7y0qux
NO_ENRA,"Aeropuerto de Mo i Rana, Røssvoll",AEROPUERTOS,MQN,ENRA,14.3014,66.363899,u7f1t3jvwz
NO_ENRG,Aeropuerto de Rognan,AEROPUERTOS,,ENRG,15.4111,67.098297,u7fvwwy5bt
NO_ENRI,Aeródromo de Ringebu Frya,AEROPUERTOS,,ENRI,10.061588,61.545441,u4znhun85v
NO_ENRK,Aeropuerto de Rakkestad Astorp,AEROPUERTOS,,ENRK,11.3469,59.397499,u681fhyx9b
NO_ENRM,"Aeropuerto de Rørvik, Ryum",AEROPUERTOS,RVK,ENRM,11.1461,64.838303,u5xbvekq6z
NO_ENRO,Aeropuerto de Røros,AEROPUERTOS,RRS,ENRO,11.3423,62.5784,u70h4051we
NO_ENRS,Aeropuerto de Røst,AEROPUERTOS,RET,ENRS,12.1033,67.527802,uk085mj3gq
NO_ENRT,"Helipuerto de Trondheim, Rosten",AEROPUERTOS,,ENRT,10.374015,63.368133,u5r2kpf4hh
NO_ENRV,Aeródromo de Reinsvoll,AEROPUERTOS,,ENRV,10.5675,60.672199,u4z90mp10t
NO_ENRY,"Aeropuerto de Moss, Rygge",AEROPUERTOS,RYG,ENRY,10.785439,59.378817,u4x9v3tdwv
NO_ENSA,Aeropuerto de Svea,AEROPUERTOS,,ENSA,16.725,77.896944,umgghsdy8d
NO_ENSB,"Aeropuerto de Svalbard, Longyear",AEROPUERTOS,LYR,ENSB,15.4656,78.246101,umfvpum8wd
NO_ENSD,Aeropuerto de Sandane (Anda),AEROPUERTOS,SDN,ENSD,6.10583,61.830002,u4urdzy1u5
NO_ENSG,Aeropuerto de Sogndal,AEROPUERTOS,SOG,ENSG,7.13778,61.156101,u4v5fmjs47
NO_ENSH,Aeropuerto de Svolvær Helle,AEROPUERTOS,SVJ,ENSH,14.6692,68.243301,uk4kjz3f11
NO_ENSI,Aeródromo de Ski,AEROPUERTOS,,ENSI,10.881945,59.70639,u4xext5yzt
NO_ENSK,Aeropuerto de Stokmarknes Skagen,AEROPUERTOS,SKN,ENSK,15.033417,68.578827,uk4wnh7h85
NO_ENSN,Aeropuerto de Skien,AEROPUERTOS,SKE,ENSN,9.56694,59.185001,u4wb9wq3tg
NO_ENSO,Aeropuerto de Stord,AEROPUERTOS,SRP,ENSO,5.34085,59.791901,u4eu1sc14f
NO_ENSR,Aeropuerto de Sørkjosen,AEROPUERTOS,SOJ,ENSR,20.9594,69.786797,ukqvhbq1t3
NO_ENSS,"Aeropuerto de Vardø, Svartnes",AEROPUERTOS,VAW,ENSS,31.044901,70.3554,usw04ry1yt
NO_ENST,Aeropuerto de Sandnessjøen (Stokka),AEROPUERTOS,SSJ,ENST,12.4689,65.956802,u78z5xpd4r
NO_ENSU,Aeropuerto de Vinnu,AEROPUERTOS,,ENSU,8.665,62.658298,u5nhmntej1
NO_ENSX,Helipuerto del hospital universitario de Stavanger,AEROPUERTOS,,ENSX,5.730924,58.9521,u4kp67vhu5
NO_ENTC,Aeropuerto de Tromsø Airport,AEROPUERTOS,TOS,ENTC,18.9189,69.683296,ukmkqt2qd7
NO_ENTO,"Aeropuerto de Sandefjord Airport, Torp",AEROPUERTOS,TRF,ENTO,10.2586,59.186699,u4x29qw5d8
NO_ENTR,Helipuerto del hospital de St Olav's,AEROPUERTOS,,ENTR,10.385954,63.419894,u5r2u34zdm
NO_ENTS,Aeropuerto de Trysil Sæteråsen Airport,AEROPUERTOS,,ENTS,12.266407,61.229279,u6bsr4kn7u
NO_ENTY,Aeropuerto de Tynset Airport,AEROPUERTOS,,ENTY,10.6694,62.256901,u5pd4v90xp
NO_ENUH,"Helipuerto de Oslo, Ullevaal",AEROPUERTOS,,ENUH,10.736541,59.936215,u4xsur41g8
NO_ENUL,Aeropuerto de Os Vaksinen Ulven,AEROPUERTOS,,ENUL,5.4225,60.1922,u4ey7msscr
NO_ENVA,Aeropuerto de Trondheim Værnes,AEROPUERTOS,TRD,ENVA,10.924,63.457802,u5rc084s7x
NO_ENVD,Aeropuerto de Vadsø,AEROPUERTOS,VDS,ENVD,29.8447,70.0653,usmnx4upzy
NO_ENVE,Aeródromo de Valle Åraksøyne,AEROPUERTOS,,ENVE,7.554903,59.031723,u4mrgfmk9y
NO_ENVR,Helipuerto de Værøy,AEROPUERTOS,VRY,ENVR,12.727257,67.654555,uk10cs5sqe
NO_ENZV,Aeropuerto Internacional Stavanger Sola,AEROPUERTOS,SVG,ENZV,5.63778,58.876701,u4knbq1m9u
NP_VNKT,Aeropuerto Internacional Tribhuvan,AEROPUERTOS,KTM,VNKT,85.3591,27.6966,tuutw6h87h
NZ_NZAA,Aeropuerto Internacional Auckland,AEROPUERTOS,AKL,NZAA,174.792007,-37.008099,rckm3qzshy
NZ_NZGM,Aeropuerto de Greymouth,AEROPUERTOS,,NZGM,171.190002,-42.4617,rb3wrw0f8j
NZ_NZRO,Aeropuerto Regional de Rotorua,AEROPUERTOS,ROT,NZRO,176.317001,-38.1092,rcjrhnqjgf
OM_OOMS,Aeropuerto Internacional Mascate,AEROPUERTOS,MCT,OOMS,58.284401,23.5933,tk1qnr12uv
PA_MPMG,Aeropuerto Internacional Marcos A. Gelabert,AEROPUERTOS,PAC,MPMG,-79.555603,8.97334,d1x7j9t3kp
PA_MPTO,Aeropuerto Internacional Tocumen,AEROPUERTOS,PTY,MPTO,-79.383499,9.07136,d1xe9e6sw2
PE_SPCL,Aeropuerto Internacional Capitán FAP David Abenzur Rengifo,AEROPUERTOS,PCL,SPCL,-74.574303,-8.37794,6qdbr4bduy
PE_SPJC,Aeropuerto Internacional Jorge Chávez,AEROPUERTOS,LIM,SPJC,-77.114305,-12.0219,6mc5t5rp67
PE_SPQT,Aeropuerto Internacional Coronel FAP Francisco Secada Vignetta,AEROPUERTOS,IQT,SPQT,-73.3088,-3.78474,6r7f7z40m1
PE_SPQU,Aeropuerto Internacional Rodríguez Ballón,AEROPUERTOS,AQP,SPQU,-71.583099,-16.341101,6mj5514y0v
PE_SPTU,Aeropuerto Internacional Padre Aldamiz,AEROPUERTOS,PEM,SPTU,-69.2286,-12.6136,6myb0xv22w
PE_SPUR,Aeropuerto Internacional Capitán FAP Guillermo Concha Iberico,AEROPUERTOS,PIU,SPUR,-80.616402,-5.20575,6pndms2fm9
PF_NTAA,Aeropuerto Internacional Faa'a,AEROPUERTOS,PPT,NTAA,-149.606995,-17.553699,2svs5s7w23
PH_RPLB,Aeropuerto Internacional Subic Bay,AEROPUERTOS,SFS,RPLB,120.271004,14.7944,wdts0v4xts
PH_RPLL,Aeropuerto Internacional Ninoy Aquino,AEROPUERTOS,MNL,RPLL,121.019997,14.5086,wdw49chndr
PH_RPMM,Aeropuerto de Malabang,AEROPUERTOS,MLP,RPMM,124.058998,7.61722,wc25r49j80
PK_OPIS,Aeropuerto Internacional New Islamabad,AEROPUERTOS,ISB,OPIS,72.82566,33.549,ttgyc5qj0f
PK_OPKC,Aeropuerto Internacional Jinnah,AEROPUERTOS,KHI,OPKC,67.160797,24.9065,tkrv8q0fzu
PK_OPLA,Aeropuerto Internacional Alama Iqbal,AEROPUERTOS,LHE,OPLA,74.403603,31.521601,ttsgm4749s
PK_OPLH,Aeropuerto de Walton,AEROPUERTOS,,OPLH,74.346199,31.494801,ttsg5v3nxb
PK_OPPS,Aeropuerto Internacional Peshawar,AEROPUERTOS,PEW,OPPS,71.514603,33.9939,tw4c7k7kg4
PK_OPRN,Aeropuerto Internacional Benazir Bhutto,AEROPUERTOS,,OPRN,73.099197,33.616699,ttgzprtpqw
PL_EPBC,Aeropuerto de Babice,AEROPUERTOS,,EPBC,20.910999,52.268501,u3qc7g4yjd
PL_EPBD,Aeropuerto de Bydgoszcz-Biedaszkowo,AEROPUERTOS,,EPBD,17.955601,53.1031,u3ky0e4ggz
PL_EPBK,Aeropuerto de Bialystok-Krywlany,AEROPUERTOS,,EPBK,23.170601,53.101398,u92qp6b644
PL_EPBY,Aeropuerto de Bydgoszcz Ignacy Jan Paderewski,AEROPUERTOS,BZG,EPBY,17.977699,53.096802,u3ky11fzq9
PL_EPGD,Aeropuerto de Gdansk Lech Walesa,AEROPUERTOS,GDN,EPGD,18.4662,54.377602,u3tjk5nsmx
PL_EPKK,Aeropuerto Internacional Cracovia-Juan Pablo II,AEROPUERTOS,KRK,EPKK,19.7848,50.077702,u2yhfhqgg2
PL_EPKM,Aeropuerto de Muchowiec,AEROPUERTOS,,EPKM,19.034201,50.238098,u2vtc1s61h
PL_EPKT,Aeropuerto Internacional Katowice,AEROPUERTOS,KTW,EPKT,19.08,50.4743,u2vx4htdh5
PL_EPLB,Aeropuerto de Lublin,AEROPUERTOS,LUZ,EPLB,22.713611,51.240278,u905sb5832
PL_EPLL,Aeropuerto de Lódz Wladyslaw Reymont,AEROPUERTOS,LCJ,EPLL,19.3981,51.721901,u3jy1rtmbm
PL_EPMM,Base Aérea de Minsk Mazowiecki Military,AEROPUERTOS,,EPMM,21.655899,52.195499,u3r2uvckg4
PL_EPMO,Aeropuerto de Modlin,AEROPUERTOS,WMI,EPMO,20.6518,52.451099,u3qdmuqjvc
PL_EPPO,Aeropuerto de Poznan-Lawica,AEROPUERTOS,POZ,EPPO,16.8263,52.421001,u37fnyuw3n
PL_EPRZ,Aeropuerto de Rzeszów-Jasionka,AEROPUERTOS,RZE,EPRZ,22.018999,50.110001,u2ztj41xzv
PL_EPSC,Aeropuerto de Solidarno?? Szczecin-Goleniów,AEROPUERTOS,SZZ,EPSC,14.9022,53.584702,u3d8g4g3w2
PL_EPSY,Aeropuerto de Olsztyn-Mazury,AEROPUERTOS,SZY,EPSY,20.9377,53.481899,u3wbk2n6eu
PL_EPWA,Aeropuerto de Varsovia-Chopin,AEROPUERTOS,WAW,EPWA,20.9671,52.165699,u3qbv07z0z
PL_EPWR,Aeropuerto de Breslavia-Copernicus,AEROPUERTOS,WRO,EPWR,16.885799,51.102699,u3h48nzyg9
PL_EPZG,Aeropuerto de Zielona Góra-Babimost,AEROPUERTOS,IEG,EPZG,15.7986,52.1385,u370xe80y0
PR_TJBQ,Aeropuerto de Rafael Hernandez,AEROPUERTOS,BQN,TJBQ,-67.129402,18.4949,de230qvuee
PR_TJSJ,Aeropuerto Internacional Luis Munoz Marin,AEROPUERTOS,SJU,TJSJ,-66.001801,18.4394,de30fhfcq9
PT_LPAR,Base aérea de Alverca,AEROPUERTOS,AVR,LPAR,-9.0301,38.883301,eyct4w2rxk
PT_LPAZ,Aeropuerto de Santa Maria,AEROPUERTOS,SMA,LPAZ,-25.170601,36.971401,eqw474rq42
PT_LPBG,Aeropuerto de Bragança,AEROPUERTOS,BGC,LPBG,-6.70713,41.8578,ez7np7up2e
PT_LPBJ,Aeropuerto de Beja,AEROPUERTOS,BYJ,LPBJ,-7.9324,38.078899,eyf2ekpc9t
PT_LPCR,Aeropuerto de Corvo,AEROPUERTOS,CVU,LPCR,-31.1136,39.671501,er1cevzz0x
PT_LPCS,Aeropuerto de Cascais,AEROPUERTOS,CAT,LPCS,-9.35523,38.724998,eyck71etrq
PT_LPEV,Aeropuerto de Évora,AEROPUERTOS,,LPEV,-7.88964,38.533501,eyf7hqycyj
PT_LPFL,Aeropuerto de Flores,AEROPUERTOS,FLW,LPFL,-31.131399,39.455299,er1b7wdgcb
PT_LPFR,Aeropuerto de Faro,AEROPUERTOS,FAO,LPFR,-7.96591,37.0144,eyd6ddr2sb
PT_LPGR,Aeropuerto de Graciosa,AEROPUERTOS,GRW,LPGR,-28.0298,39.092201,equn6ht2d6
PT_LPHR,Aeropuerto de Horta,AEROPUERTOS,HOR,LPHR,-28.7159,38.519901,eqge4s3dxj
PT_LPLA,Aeropuerto de Lajes,AEROPUERTOS,TER,LPLA,-27.090799,38.761799,equsx835fe
PT_LPMA,Aeropuerto de Madeira,AEROPUERTOS,FNC,LPMA,-16.7745,32.697899,etu4423pjf
PT_LPMO,Aeródromo de Morargil,AEROPUERTOS,,LPMO,-8.14201,38.993532,eyfjydx1v3
PT_LPMR,Base aérea de Monte Real,AEROPUERTOS,QLR,LPMR,-8.8875,39.828335,ez1dtf82f5
PT_LPMT,Base aérea de Montijo,AEROPUERTOS,,LPMT,-9.03592,38.703899,eycs4mu4xc
PT_LPPD,Aeropuerto de João Paulo II,AEROPUERTOS,PDL,LPPD,-25.697901,37.741199,eqtwxnx67t
PT_LPPI,Aeropuerto de Pico,AEROPUERTOS,PIX,LPPI,-28.441299,38.554298,eqgg2f9ejd
