geocode,etiqueta,granularidad,gcd_iata,gcd_icao,longitud,latitud,geohash
ES_LEVX,Aeropuerto de Vigo,AEROPUERTOS,VGO,LEVX,-8.62677,42.2318,ez9b78n4jd
ES_LEXJ,Aeropuerto de Santander,AEROPUERTOS,SDR,LEXJ,-3.82001,43.427101,eztr11dm5q
ES_LEZG,Base Aérea Zaragoza,AEROPUERTOS,ZAZ,LEZG,-1.04155,41.666199,ezrm031e4n
ES_LEZL,Aeropuerto de Sevilla,AEROPUERTOS,SVQ,LEZL,-5.89311,37.417999,eyeucgsz8s
ET_HAAB,Aeropuerto Internacional Addis Ababa Bole,AEROPUERTOS,ADD,HAAB,38.799301,8.97789,scee4fkgcp
ET_HABD,Aeropuerto de Bahir Dar,AEROPUERTOS,BJR,HABD,37.321602,11.6081,sf4d130y06
FI_EFES,Aeropuerto de Tampere ACC RCC,AEROPUERTOS,,EFES,,,
FI_EFET,Aeropuerto de Enontekio,AEROPUERTOS,ENF,EFET,23.424299,68.362602,us0svj1118
FI_EFHA,Aeropuerto de Halli,AEROPUERTOS,KEV,EFHA,24.786686,61.856039,udcxuh91e9
FI_EFHE,Helipuerto de Hernesaari,AEROPUERTOS,,EFHE,24.924444,60.147778,ud9wpjt6jw
FI_EFHF,Aeropuerto de Helsinki Malmi,AEROPUERTOS,HEM,EFHF,25.042801,60.254601,ud9ycc587x
FI_EFHK,Aeropuerto de Helsinki Vantaa,AEROPUERTOS,HEL,EFHK,24.963301,60.3172,ud9z0h3tpj
FI_EFHN,Aeropuerto de Hanko,AEROPUERTOS,,EFHN,23.083599,59.8489,ud8kmr0vng
FI_EFHV,Aeródromo de Hyvinkää,AEROPUERTOS,HYV,EFHV,24.8811,60.6544,udc9n1vc7x
FI_EFIM,Aeropuerto de Immola,AEROPUERTOS,,EFIM,28.9037,61.249199,udus3wp43n
FI_EFIV,Aeropuerto de Ivalo,AEROPUERTOS,IVL,EFIV,27.4053,68.6073,us5qr9efmz
FI_EFJO,Aeropuerto de Joensuu,AEROPUERTOS,JOE,EFJO,29.6075,62.662899,uejh3xrtbg
FI_EFJY,Aeropuerto de Jyvaskyla,AEROPUERTOS,JYV,EFJY,25.678301,62.399502,ue46br6r7y
FI_EFKA,Aeropuerto de Kauhava,AEROPUERTOS,KAU,EFKA,23.051399,63.127102,ue0rhecw08
FI_EFKE,Aeropuerto de Kemi-Tornio,AEROPUERTOS,KEM,EFKE,24.5821,65.778702,ue9qpqshsq
FI_EFKI,Aeropuerto de Kajaani,AEROPUERTOS,KAJ,EFKI,27.6924,64.2855,ue7twnufpt
FI_EFKK,Aeropuerto de Kokkola-Pietarsaari,AEROPUERTOS,KOK,EFKK,23.143101,63.721199,ue26w8h6ck
FI_EFKS,Aeropuerto de Kuusamo,AEROPUERTOS,KAO,EFKS,29.239401,65.987602,uesz3kemxk
FI_EFKT,Aeropuerto de Kittilä,AEROPUERTOS,KTT,EFKT,24.8468,67.700996,us19jksfuk
FI_EFKU,Aeropuerto de Kuopio,AEROPUERTOS,KUO,EFKU,27.7978,63.007099,ue5y2w1dzw
FI_EFLA,Aeropuerto de Lahti Vesivehmaa,AEROPUERTOS,QLF,EFLA,25.693501,61.144199,udf7bdvqvb
FI_EFLN,Aeropuerto de Lieksa Nurmes,AEROPUERTOS,,EFLN,29.6292,63.511902,uem161zrdk
FI_EFLP,Aeropuerto de Lappeenranta,AEROPUERTOS,LPP,EFLP,28.144743,61.044601,udu522y6s4
FI_EFMA,Aeropuerto de Mariehamn,AEROPUERTOS,MHQ,EFMA,19.898199,60.1222,u6wnhbcmjw
FI_EFMI,Aeropuerto de Mikkeli,AEROPUERTOS,MIK,EFMI,27.201799,61.6866,udgqfvxwrz
FI_EFOU,Aeropuerto de Oulu,AEROPUERTOS,OUL,EFOU,25.354601,64.930099,ued12untjp
FI_EFPO,Aeropuerto de Pori,AEROPUERTOS,POR,EFPO,21.799999,61.4617,u6zt8hf22g
FI_EFPY,Aeropuerto de Pyhäsalmi,AEROPUERTOS,,EFPY,25.9263,63.731899,ue66tfncnx
FI_EFRO,Aeropuerto de Rovaniemi,AEROPUERTOS,RVN,EFRO,25.8304,66.564796,uef6evc05c
FI_EFSA,Aeropuerto de Savonlinna,AEROPUERTOS,SVL,EFSA,28.945101,61.9431,ueh86smhtw
FI_EFSI,Aeropuerto de Seinäjoki,AEROPUERTOS,SJY,EFSI,22.8323,62.692101,ue0hxs9zzn
FI_EFSO,Aeropuerto de Sodankyla,AEROPUERTOS,SOT,EFSO,26.619101,67.394997,uefzmszkq4
FI_EFTP,Aeropuerto de Tampere-Pirkkala,AEROPUERTOS,TMP,EFTP,23.604401,61.414101,udbv3hh5n6
FI_EFTU,Aeropuerto de Turku,AEROPUERTOS,TKU,EFTU,22.2628,60.514099,u6zb68720v
FI_EFUT,Base Aérea Utti,AEROPUERTOS,UTI,EFUT,26.9384,60.8964,udg4kvzgnp
FI_EFVA,Aeropuerto de Vaasa,AEROPUERTOS,VAA,EFVA,21.762199,63.050701,u7pqxnn8zy
FI_EFVR,Aeropuerto de Varkaus,AEROPUERTOS,VRK,EFVR,27.868601,62.171101,ue5cdjvkcm
FI_EFYL,Aeródromo de Ylivieska,AEROPUERTOS,YLI,EFYL,24.725278,64.054722,ue3s6su3u9
FJ_NFNB,Aeródromo de Levuka,AEROPUERTOS,LEV,NFNB,178.759003,-17.7111,ruz55zb36e
FR_FMCZ,Aeropuerto Internacional Dzaoudzi Pamandzi,AEROPUERTOS,DZA,FMCZ,45.281101,-12.8047,mj8pnkuxnn
FR_FMEE,Aeropuerto de Roland Garros,AEROPUERTOS,RUN,FMEE,55.5103,-20.8871,mhr3pjt7gd
FR_FMEP,Aeropuerto de Pierrefonds,AEROPUERTOS,ZSE,FMEP,55.424999,-21.3209,mhpqtnxkb0
FR_LFAB,Aeropuerto de St Aubin,AEROPUERTOS,DPE,LFAB,1.08528,49.8825,u0bgb8y68g
FR_LFAC,Aeropuerto de Calais-Dunkerque,AEROPUERTOS,CQF,LFAC,1.95476,50.962101,u113umr7v0
FR_LFAQ,Aeropuerto de Albert-Bray,AEROPUERTOS,BYF,LFAQ,2.69766,49.9715,u0cum3h3h4
FR_LFAT,Aeropuerto de Le Touquet-Côte d'Opale,AEROPUERTOS,LTQ,LFAT,1.62059,50.517399,u0cpkukj4m
FR_LFAV,Aeropuerto de Valenciennes-Denain,AEROPUERTOS,XVS,LFAV,3.46126,50.325802,u0fqqc83j1
FR_LFAY,Aeropuerto de Amiens-Glisy,AEROPUERTOS,,LFAY,2.387074,49.873004,u0cewr45qc
FR_LFBA,Aeropuerto de Agen-La Garenne,AEROPUERTOS,AGF,LFBA,0.590556,44.174702,spb7m3y02c
FR_LFBC,Base Aérea Cazaux (BA 120),AEROPUERTOS,,LFBC,-1.125,44.533298,ezzjq7hc38
FR_LFBD,Aeropuerto de Burdeos-Mérignac,AEROPUERTOS,BOD,LFBD,-0.715556,44.8283,ezzrp8wzy2
FR_LFBE,Aeropuerto de Bergerac-Roumanière,AEROPUERTOS,EGC,LFBE,0.518611,44.825298,spbr5b1wk9
FR_LFBF,Base Aérea Toulouse-Francazal (BA 101),AEROPUERTOS,,LFBF,1.3675,43.545601,sp8zxp5z90
FR_LFBG,Base Aérea Cognac-Châteaubernard (BA 709),AEROPUERTOS,CNG,LFBG,-0.3175,45.658298,gbpg8zbfce
FR_LFBH,Aeropuerto de La Rochelle-Île de Ré,AEROPUERTOS,LRH,LFBH,-1.19528,46.179199,gbpnsy9t7f
FR_LFBI,Aeropuerto de Poitiers-Biard,AEROPUERTOS,PIS,LFBI,0.306666,46.5877,u021ncp31b
FR_LFBK,Aeropuerto de Montluçon-Guéret,AEROPUERTOS,MCU,LFBK,2.36396,46.222599,u01wvy96hk
FR_LFBL,Aeropuerto de Limoges,AEROPUERTOS,LIG,LFBL,1.17944,45.862801,u00ufv4f4v
FR_LFBM,Base Aérea Mont-de-Marsan (BA 118),AEROPUERTOS,,LFBM,-0.5075,43.911701,ezz9u3yknq
FR_LFBN,Aeropuerto de Niort-Souché,AEROPUERTOS,NIT,LFBN,-0.394529,46.313477,gbpxrp0ewc
FR_LFBO,Aeropuerto de Toulouse-Blagnac,AEROPUERTOS,TLS,LFBO,1.36382,43.629101,spbbpn3jgm
FR_LFBP,Aeropuerto de Pau Pyrénées,AEROPUERTOS,PUF,LFBP,-0.418611,43.380001,ezxwy3p4vd
FR_LFBR,Aeropuerto de Muret-Lherm,AEROPUERTOS,,LFBR,1.26333,43.448898,sp8zhtxujt
FR_LFBS,Aeropuerto de Biscarrosse Parentis,AEROPUERTOS,,LFBS,-1.13056,44.3694,ezzhqm0y2p
FR_LFBT,Aeropuerto de Tarbes-Lourdes-Pyrénées,AEROPUERTOS,LDE,LFBT,-0.006439,43.178699,ezxvxu7q1u
FR_LFBU,Aeropuerto de Angoulême-Brie-Champniers,AEROPUERTOS,ANG,LFBU,0.221456,45.729198,u00hjh9rbk
FR_LFBV,Aeropuerto de Brive-La Roche,AEROPUERTOS,,LFBV,1.469202,45.150799,u010c7my6y
FR_LFBX,Aeropuerto de Périgueux-Bassillac,AEROPUERTOS,PGX,LFBX,0.815556,45.198101,u0094s1f5b
FR_LFBZ,Aeropuerto de Biarritz-Anglet-Bayonne,AEROPUERTOS,BIQ,LFBZ,-1.531111,43.468333,ezwzm1jj6s
FR_LFCC,Aeropuerto de Cahors-Lalbenque,AEROPUERTOS,ZAO,LFCC,1.47528,44.351398,spch39fm8e
FR_LFCH,Aeropuerto de Arcachon-La Teste-de-Buch,AEROPUERTOS,,LFCH,-1.11083,44.596401,ezzjwwx0gg
FR_LFCI,Aeropuerto de Albi-Le Séquestre,AEROPUERTOS,LBI,LFCI,2.11306,43.913898,spc9b468vz
FR_LFCK,Aeropuerto de Castres-Mazamet,AEROPUERTOS,DCM,LFCK,2.28918,43.556301,sp9xu14vvg
FR_LFCR,Aeropuerto de Rodez-Marcillac,AEROPUERTOS,RDZ,LFCR,2.48267,44.407902,spcu8kpyf2
FR_LFCY,Aeropuerto de Royan-Médis,AEROPUERTOS,RYN,LFCY,-0.9725,45.628101,gbp79f7fgn
FR_LFDN,Aeropuerto de Rochefort-Saint-Agnant (BA 721),AEROPUERTOS,RCO,LFDN,-0.983056,45.887798,gbpm19s5v1
FR_LFEA,Aeropuerto de Belle Ile,AEROPUERTOS,,LFEA,-3.19833,47.326698,gbmtppx1cx
FR_LFEC,Aeropuerto de Ouessant,AEROPUERTOS,,LFEC,-5.06358,48.4632,gbs7sy2yd5
FR_LFEJ,Aeródromo de Châteauroux Villers,AEROPUERTOS,,LFEJ,1.62111,46.8419,u034kzk3ye
FR_LFEN,Aeropuerto de Tours Sorigny,AEROPUERTOS,,LFEN,0.701111,47.267502,u02kzuy91j
FR_LFEY,Aeropuerto de Île d'Yeu,AEROPUERTOS,IDY,LFEY,-2.39111,46.718601,gbq3c8fge4
FR_LFFI,Aeropuerto de Ancenis,AEROPUERTOS,,LFFI,-1.1775,47.4081,gbrjtnqs4q
FR_LFFR,Aeródromo de Bar Sur Seine,AEROPUERTOS,,LFFR,4.41361,48.066898,u0e1kqmcux
FR_LFGA,Aeropuerto de Colmar-Houssen,AEROPUERTOS,CMR,LFGA,7.35901,48.109901,u0t1xqnsmr
FR_LFGB,Aeropuerto de Mulhouse-Habsheim,AEROPUERTOS,,LFGB,7.43221,47.741299,u0mr955cpp
FR_LFGJ,Aeropuerto de Dole-Tavaux,AEROPUERTOS,DLE,LFGJ,5.435063,47.042686,u07geevew0
FR_LFHH,Aeropuerto de Vienne Reventin,AEROPUERTOS,,LFHH,4.82944,45.464199,u056tus8nh
FR_LFHN,Aeropuerto de Bellegarde-Vouvray,AEROPUERTOS,,LFHN,5.80611,46.124199,u0hnkheuuj
FR_LFHO,Aeropuerto de Aubenas-Ardèche Méridional,AEROPUERTOS,OBS,LFHO,4.372192,44.544203,spgj7mp8z3
FR_LFHP,Aeropuerto de Le Puy-Loudes,AEROPUERTOS,LPY,LFHP,3.76289,45.0807,u048mwsn1e
FR_LFHX,Aeropuerto de Lapalisse - Périgny,AEROPUERTOS,,LFHX,3.58861,46.253899,u04x1sm0kx
FR_LFHY,Aeropuerto de Moulins-Montbeugny,AEROPUERTOS,,LFHY,3.42372,46.534599,u062tzm5dm
FR_LFIH,Aeropuerto de Chalais,AEROPUERTOS,,LFIH,0.016944,45.268101,u00182u3fc
FR_LFJL,Aeropuerto de Metz-Nancy-Lorraine,AEROPUERTOS,ETZ,LFJL,6.25132,48.982101,u0sqwkbj6m
FR_LFJR,Aeropuerto de Angers-Loire,AEROPUERTOS,ANE,LFJR,-0.312222,47.560299,gbry8fhdud
FR_LFKB,Aeropuerto de Bastia-Poretta,AEROPUERTOS,BIA,LFKB,9.48373,42.5527,spwdpf3z6y
FR_LFKC,Aeropuerto de Calvi-Sainte-Catherine,AEROPUERTOS,CLY,LFKC,8.793056,42.524444,spw3bj6fv4
FR_LFKF,Aeropuerto de Figari Sud-Corse,AEROPUERTOS,FSC,LFKF,9.09778,41.500599,spqkp4by98
FR_LFKJ,Aeropuerto de Ajaccio-Napoléon Bonaparte,AEROPUERTOS,AJA,LFKJ,8.80292,41.923599,spqq2rfndv
FR_LFLA,Aeropuerto de Auxerre-Branches,AEROPUERTOS,AUF,LFLA,3.49711,47.850201,u0d2pwfe8e
FR_LFLB,Aeropuerto de Chambéry-Savoie,AEROPUERTOS,CMF,LFLB,5.88023,45.6381,u0h5tu1v5q
FR_LFLC,Aeropuerto de Clermont-Ferrand Auvergne,AEROPUERTOS,CFE,LFLC,3.16917,45.786701,u04k2p5wz5
FR_LFLD,Aeropuerto de Bourges,AEROPUERTOS,BOU,LFLD,2.37028,47.058102,u03etytvrd
FR_LFLE,Aeropuerto de Chambéry-Challes-les-Eaux,AEROPUERTOS,,LFLE,5.97576,45.5611,u0h5pypktk
FR_LFLG,Aeropuerto de Grenoble Le Versoud,AEROPUERTOS,,LFLG,5.84972,45.2192,u0h1jpgsum
FR_LFLH,Aeropuerto de Chalon-Champforgeuil,AEROPUERTOS,,LFLH,4.81763,46.826099,u076mskjfc
FR_LFLI,Aeropuerto de Annemasse,AEROPUERTOS,QNJ,LFLI,6.26839,46.192001,u0hqy8uxbj
FR_LFLJ,Aeropuerto de Courchevel,AEROPUERTOS,CVF,LFLJ,6.63472,45.396702,u0hdqbpqbn
FR_LFLL,Aeropuerto de Lyon Saint-Exupéry,AEROPUERTOS,LYS,LFLL,5.081111,45.725556,u05s5s5fwm
FR_LFLM,Aeropuerto de Mâcon-Charnay,AEROPUERTOS,,LFLM,4.79577,46.295101,u05rm5u0t8
FR_LFLN,Aeropuerto de Saint-Yan,AEROPUERTOS,SYT,LFLN,4.01326,46.412498,u06b534k7s
FR_LFLO,Aeropuerto de Roanne-Renaison,AEROPUERTOS,RNE,LFLO,4.00139,46.0583,u04y509tp1
FR_LFLP,Aeropuerto de Annecy-Haute-Savoie-Mont Blanc,AEROPUERTOS,NCY,LFLP,6.106389,45.930833,u0hm6cqw3p
FR_LFLS,Aeropuerto de Grenoble-Isère,AEROPUERTOS,GNB,LFLS,5.32937,45.3629,u05f160dp3
FR_LFLU,Aeropuerto de Valence-Chabeuil,AEROPUERTOS,VAF,LFLU,4.9699,44.9216,spgx91dzr1
FR_LFLV,Aeropuerto de Vichy-Charmeil,AEROPUERTOS,VHY,LFLV,3.40374,46.169701,u04qtkyw0b
FR_LFLW,Aeropuerto de Aurillac,AEROPUERTOS,AUR,LFLW,2.42194,44.891399,spcxrh5x77
FR_LFLX,Aeropuerto de Châteauroux-Déols-Marcel Dassault,AEROPUERTOS,CHR,LFLX,1.721111,46.860278,u034x4tkbu
FR_LFLY,Aeropuerto de Lyon-Bron,AEROPUERTOS,LYN,LFLY,4.94427,45.7272,u05s0s2k1z
FR_LFMA,Aeropuerto de Aix-en-Provence (BA 114),AEROPUERTOS,,LFMA,5.36778,43.5056,spez6puwqr
FR_LFMD,Aeropuerto de Cannes-Mandelieu,AEROPUERTOS,CEQ,LFMD,6.95348,43.542,spszwnx6ec
FR_LFMH,Aeropuerto de Saint-Étienne-Bouthéon,AEROPUERTOS,EBU,LFMH,4.29639,45.5406,u0551f2t1p
FR_LFMI,Aeropuerto de Istres Le Tubé/Istres Air Base (BA 125),AEROPUERTOS,,LFMI,4.92384,43.522701,spex8516jg
FR_LFMK,Aeropuerto de Carcassonne,AEROPUERTOS,CCF,LFMK,2.30632,43.216,sp9tu7prmn
FR_LFML,Aeropuerto de Marseille Provence,AEROPUERTOS,MRS,LFML,5.221424,43.439272,spexngfh5g
FR_LFMN,Aeropuerto de Nice-Côte d'Azur,AEROPUERTOS,NCE,LFMN,7.21587,43.658401,spv0k5y2tg
FR_LFMP,Aeropuerto de Perpignan-Rivesaltes (Llabanère),AEROPUERTOS,PGF,LFMP,2.87067,42.740398,spd51kdkg7
FR_LFMQ,Aeropuerto de Le Castellet,AEROPUERTOS,CTT,LFMQ,5.78519,43.252499,spsn59ushd
FR_LFMT,Aeropuerto de Montpellier-Méditerranée,AEROPUERTOS,MPL,LFMT,3.96301,43.576199,spdzfhvcbb
FR_LFMU,Aeropuerto de Béziers-Vias,AEROPUERTOS,BZR,LFMU,3.3539,43.323502,spdqkqf1xw
FR_LFMV,Aeropuerto de Avignon-Caumont,AEROPUERTOS,AVN,LFMV,4.90183,43.907299,spg3z916sc
FR_LFNA,Aeródromo de Gap - Tallard,AEROPUERTOS,GAT,LFNA,6.03778,44.455002,spukcku94m
FR_LFNG,Aeródromo de Montpellier Candillargues,AEROPUERTOS,,LFNG,4.07028,43.610298,spfbhe5bkk
FR_LFOA,Base Aérea Avord (BA 702),AEROPUERTOS,,LFOA,2.6325,47.053299,u03gevucmd
FR_LFOB,Aeropuerto de Paris Beauvais Tillé,AEROPUERTOS,BVA,LFOB,2.11278,49.454399,u0c924fkz2
FR_LFOD,Aeropuerto de Saumur-Saint-Florent,AEROPUERTOS,,LFOD,-0.115142,47.256802,gbruv6u4uf
FR_LFOE,Base Aérea Évreux-Fauville (BA 105),AEROPUERTOS,EVX,LFOE,1.21986,49.028702,u08ygv2kbu
FR_LFOH,Aeropuerto de Le Havre Octeville,AEROPUERTOS,LEH,LFOH,0.088056,49.533901,u0b1f125gu
FR_LFOJ,Base Aérea Orléans-Bricy (BA 123),AEROPUERTOS,ORE,LFOJ,1.76056,47.987801,u092bpfj0n
FR_LFOK,Aeropuerto de Châlons-Vatry,AEROPUERTOS,XCR,LFOK,4.206111,48.773333,u0dvrwyv32
FR_LFOP,Aeropuerto de Rouen,AEROPUERTOS,URO,LFOP,1.1748,49.384201,u0bbfwp7yf
FR_LFOQ,Aeropuerto de Blois-Le Breuil,AEROPUERTOS,,LFOQ,1.20884,47.678502,u02z5x872h
FR_LFOT,Aeropuerto de Tours-Val-de-Loire,AEROPUERTOS,TUF,LFOT,0.727606,47.432201,u02tbdcbd7
FR_LFOU,Aeropuerto de Cholet Le Pontreau,AEROPUERTOS,CET,LFOU,-0.877064,47.0821,gbr7u5134g
FR_LFOV,Aeropuerto de Laval-Entrammes,AEROPUERTOS,LVA,LFOV,-0.742986,48.031399,gbx3ppfgpj
FR_LFOZ,Aeropuerto de Orléans-Saint-Denis-de-l'Hôtel,AEROPUERTOS,,LFOZ,2.16333,47.8969,u0983pr79j
FR_LFPB,Aeropuerto de Paris-Le Bourget,AEROPUERTOS,LBG,LFPB,2.44139,48.969398,u09wxd9g2t
FR_LFPC,Base Aérea Creil,AEROPUERTOS,CSF,LFPC,2.51914,49.253502,u0cb1q66kn
FR_LFPD,Aeropuerto de Bernay – St Martin,AEROPUERTOS,XBX,LFPD,0.566667,49.102798,u08rkfuss2
FR_LFPG,Aeropuerto Internacional Charles de Gaulle,AEROPUERTOS,CDG,LFPG,2.55,49.012798,u09yf48b5r
FR_LFPL,Aeropuerto de Lognes Emerainville,AEROPUERTOS,,LFPL,2.625967,48.821028,u09vez85j7
FR_LFPM,Base Aérea Melun-Villaroche,AEROPUERTOS,,LFPM,2.67112,48.604698,u09usb1ncs
FR_LFPN,Aeropuerto de Toussus-le-Noble,AEROPUERTOS,TNF,LFPN,2.10619,48.7519,u09mrgj8mu
FR_LFPO,Aeropuerto de Paris-Orly,AEROPUERTOS,ORY,LFPO,2.379444,48.723333,u09tnju9vp
FR_LFPT,Aeropuerto de Pontoise - Cormeilles-en-Vexin,AEROPUERTOS,POX,LFPT,2.040833,49.096667,u09rq3y0ff
FR_LFPV,Base Aérea Villacoublay-Vélizy (BA 107),AEROPUERTOS,VIY,LFPV,2.191667,48.774167,u09t3z5fje
FR_LFQA,Aeropuerto de Reims-Prunay,AEROPUERTOS,,LFQA,4.15658,49.208698,u0dzyw4trq
FR_LFQB,Aeropuerto de Troyes-Barberey,AEROPUERTOS,,LFQB,4.0167,48.322102,u0dfgkubeu
FR_LFQD,Aeropuerto de Arras Roclincourt,AEROPUERTOS,,LFQD,2.80278,50.323898,u0cyrc0vvw
FR_LFQG,Aeropuerto de Nevers-Fourchambault,AEROPUERTOS,NVS,LFQG,3.11333,47.002602,u065que41b
FR_LFQJ,Aeropuerto de Maubeuge-Élesmes,AEROPUERTOS,XME,LFQJ,4.03312,50.310501,u0fy5y8zft
FR_LFQM,Aeropuerto de Besançon-La Vèze,AEROPUERTOS,,LFQM,6.083681,47.2066,u0kkd3wn2h
FR_LFQQ,Aeropuerto de Lille-Lesquin,AEROPUERTOS,LIL,LFQQ,3.086886,50.563332,u0fpwhzbc8
FR_LFQT,Aeropuerto de Merville-Calonne,AEROPUERTOS,HZB,LFQT,2.64224,50.618401,u0czunu189
FR_LFQV,Aeropuerto de Charleville-Mézières,AEROPUERTOS,XCZ,LFQV,4.64708,49.783901,u0g71wzuhz
FR_LFRA,Aeropuerto de Angers Avrille,AEROPUERTOS,,LFRA,-0.572778,47.499199,gbrw4yyyvk
FR_LFRB,Aeropuerto de Brest Bretagne,AEROPUERTOS,BES,LFRB,-4.41854,48.447899,gbsge7wt2w
FR_LFRC,Aeropuerto de Cherbourg-Maupertus,AEROPUERTOS,CER,LFRC,-1.47028,49.650101,gbyfqw92gc
FR_LFRD,Aeropuerto de Dinard-Pleurtuit-Saint-Malo,AEROPUERTOS,DNR,LFRD,-2.07996,48.5877,gbws2tj7v7
FR_LFRE,Aeropuerto de La Baule-Escoublac,AEROPUERTOS,LBY,LFRE,-2.34639,47.289398,gbqm48g2tn
FR_LFRG,Aeropuerto de Deauville-Saint-Gatien,AEROPUERTOS,DOL,LFRG,0.154306,49.365299,u0b0gd8mew
FR_LFRH,Aeropuerto de Lorient South Brittany (Bretagne Sud),AEROPUERTOS,LRT,LFRH,-3.44,47.760601,gbmx9wx1dj
FR_LFRI,Aeropuerto de La Roche-sur-Yon,AEROPUERTOS,EDM,LFRI,-1.37863,46.7019,gbr18tu479
FR_LFRJ,Base Aérea Landivisiau,AEROPUERTOS,LDV,LFRJ,-4.15164,48.5303,gbth1d8v7z
FR_LFRK,Aeropuerto de Caen-Carpiquet,AEROPUERTOS,CFR,LFRK,-0.45,49.173302,gbxxtz8r4p
FR_LFRM,Aeropuerto de Le Mans-Arnage,AEROPUERTOS,LME,LFRM,0.201667,47.948601,u080u8fbg5
FR_LFRN,Aeropuerto de Rennes-Saint-Jacques,AEROPUERTOS,RNS,LFRN,-1.73479,48.0695,gbwc2wbc0k
FR_LFRO,Aeropuerto de Lannion-Côte de Granit,AEROPUERTOS,LAI,LFRO,-3.47166,48.754398,gbtt352nbq
FR_LFRQ,Aeropuerto de Quimper-Cornouaille,AEROPUERTOS,UIP,LFRQ,-4.16779,47.974998,gbt0cjt4e7
FR_LFRS,Aeropuerto de Nantes Atlantique,AEROPUERTOS,NTE,LFRS,-1.61073,47.153198,gbqu5rgp73
FR_LFRT,Aeropuerto de Saint-Brieuc-Armor,AEROPUERTOS,SBK,LFRT,-2.85444,48.5378,gbtuph13nt
FR_LFRU,Aeropuerto de Morlaix-Ploujean,AEROPUERTOS,MXN,LFRU,-3.81578,48.603199,gbtk3pvqju
FR_LFRV,Aeropuerto de Vannes-Meucon,AEROPUERTOS,VNE,LFRV,-2.71856,47.723301,gbqp6pu2ku
FR_LFRZ,Aeropuerto de Saint-Nazaire-Montoir,AEROPUERTOS,SNR,LFRZ,-2.156667,47.310556,gbqmnutefn
FR_LFSB,Aeropuerto de EuroAirport Basel-Mulhouse-Freiburg,AEROPUERTOS,MLH,LFSB,7.529167,47.59,u0mqer6xf6
FR_LFSD,Aeropuerto de Dijon-Bourgogne,AEROPUERTOS,DIJ,LFSD,5.09,47.268902,u07sgv43m9
FR_LFSF,Base Aérea Metz-Frescaty (BA 128),AEROPUERTOS,MZM,LFSF,6.13167,49.071701,u0sr5t0zqk
FR_LFSG,Aeropuerto de Épinal-Mirecourt,AEROPUERTOS,EPL,LFSG,6.06998,48.325001,u0s6fjk18c
FR_LFSL,Aeropuerto de Brive Souillac,AEROPUERTOS,BVE,LFSL,1.485556,45.039722,u0101z1xru
FR_LFSM,Aeródromo de Montbéliard-Courcelles,AEROPUERTOS,,LFSM,6.79054,47.487,u0ky4s8xz4
FR_LFSN,Aeropuerto de Nancy-Essey,AEROPUERTOS,ENC,LFSN,6.23046,48.692101,u0smjb0uh1
FR_LFSR,Base Aérea Reims-Champagne (BA 112),AEROPUERTOS,RHE,LFSR,4.05,49.310001,u0fbs0t5ef
FR_LFST,Aeropuerto de Estrasburgo,AEROPUERTOS,SXB,LFST,7.62823,48.5383,u0tkjs4snd
FR_LFTG,Helipuerto de Canner-Palm Beach,AEROPUERTOS,,LFTG,,,
FR_LFTH,Aeropuerto de Toulon-Hyères,AEROPUERTOS,TLN,LFTH,6.14603,43.097301,spsm5ve7uz
FR_LFTL,Helipuerto Quai Du Large,AEROPUERTOS,,LFTL,7.01713,43.545112,spszxxjswv
FR_LFTW,Aeropuerto de Nîmes-Arles-Camargue,AEROPUERTOS,FNI,LFTW,4.41635,43.757401,spg0umzck6
FR_LFTZ,Aeropuerto de La Môle,AEROPUERTOS,LTT,LFTZ,6.482,43.205399,spstg9219w
FR_LFVM,Aeropuerto de Miquelon,AEROPUERTOS,MQC,LFVM,-56.380299,47.095501,f8rgvj3p5v
FR_LFVP,Aeropuerto de St Pierre,AEROPUERTOS,FSP,LFVP,-56.1731,46.762901,fb2418zvxu
FR_LFXR,Aeródromo Rochefort Soubise,AEROPUERTOS,,LFXR,-0.995278,45.930801,gbpm337q23
FR_SOCA,Aeropuerto de Cayenne-Rochambeau,AEROPUERTOS,CAY,SOCA,-52.360401,4.81981,dbfg2t2m6j
FR_SOOA,Aeropuerto de Maripasoula,AEROPUERTOS,MPY,SOOA,-54.037201,3.6575,db9sf3g63z
FR_SOOG,Aeropuerto de Saint-Georges-de-l'Oyapock,AEROPUERTOS,OYP,SOOG,-51.8041,3.8976,dbenjjt3hv
FR_SOOM,Aeropuerto de Saint-Laurent-du-Maroni,AEROPUERTOS,LDX,SOOM,-54.034401,5.48306,dbcx4qjm5h
FR_SOOS,Aeropuerto de Saúl,AEROPUERTOS,XAU,SOOS,-53.204201,3.61361,dbdht3cfu3
FR_TFFB,Aeropuerto de Baillif,AEROPUERTOS,BBR,TFFB,-61.742199,16.0133,ddu5550snr
FR_TFFC,Aeropuerto de St-François,AEROPUERTOS,SFC,TFFC,-61.262501,16.257799,ddukmzwh83
FR_TFFF,Aeropuerto Internacional Martinique Aimé Césaire,AEROPUERTOS,FDF,TFFF,-61.003201,14.591,ddse5b4ydr
FR_TFFG,Aeropuerto de L'Espérance,AEROPUERTOS,SFG,TFFG,-63.047199,18.099899,de5nvqfrtc
FR_TFFJ,Aeropuerto de Gustaf III,AEROPUERTOS,SBH,TFFJ,-62.843601,17.9044,de5mcgqsty
